ACCIDENT_NO,NODE_ID,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION
T20200000143,617337,9999,CARBOOR-WHOROULY,ROAD,WHOROULY SOUTH,ROAD,,NW
T20130021837,37710,5817,HIGH,STREET,AUSTARC,AVENUE,,S
T20150026908,55865,9999,DONALD CAMERON,DRIVE,KENNEDY,PARADE,,N
T20200017758,773395,9999,RAYMOND,STREET,NEW RAILWAY,ROAD,27,N
T20210005998,730027,9999,TANNERY,LANE,REGENT,STREET,,SW
T20230007955,780746,5508,ST ALBANS,ROAD,PERCY,STREET,6,NW
T20160004723,300428,2550,HUME,FREEWAY,OAK VALLEY,ROAD,692,E
T20220028570,62870,9999,JUMPING CREEK,ROAD,STANE BRAE,COURT,,SW
T20140004361,270042,4016,RIDGE,ROAD,RICKETTS,COURT,11,SW
T20240015257,42736,9999,CHARMAN,ROAD,WEATHERALL,ROAD,,N
T20140005142,46773,9999,NAPIER,STREET,RALEIGH,STREET,,N
T20200000275,661787,5816,WALLAN,ROAD,PLENTY VALLEY,RISE,33,NW
T20150022156,295362,9999,MOORES,ROAD,BOUNDARY,ROAD,257,S
T20190015907,581115,9999,HINRICHSEN,DRIVE,BENJAMIN,COURT,30,N
T20160012048,304276,5736,NICHOLSON,STREET,JOHNSTON,STREET,25,S
T20190024107,607159,9999,PARMELIA,DRIVE,FASTNET,DRIVE,173,SE
T20120006115,250336,2999,CITYLINK,,FOOTSCRAY,ROAD,186,N
T20240029116,810987,9999,BRUNTON,AVENUE,BRUNTON,AVENUE,13,N
T20180020922,340056,5864,MILLEARA,ROAD,KEILOR PARK,DRIVE,,S
T20210000748,57291,9999,BREWER,ROAD,MCEWEN,ROAD,,W
T20170005770,315373,2510,PRINCES FREEWAY,EAST,DARNUM-SHADY CREEK-PRINCES OUT ON,RAMP,78,E
T20230001897,783728,9999,WESTERN,HIGHWAY,WESTERN,HIGHWAY,81,W
T20240003525,798159,2880,METROPOLITAN RING,ROAD,METROPOLITAN RING OUT-HUME,RAMP,212,W
T20220020444,727750,5699,MALVERN,ROAD,BRAY,STREET,7,W
T20200004195,773500,9999,GEUM,STREET,WEST ALT,STREET,107,E
T20170005171,316153,7111,2080B 2830F,,EASTERN,FREEWAY,10,W
T20160004462,300192,9999,CRUSOE,ROAD,ECHIDNA,LANE,207,NE
T20140016868,46916,9999,HOLMES,ROAD,HOPETOUN,STREET,,E
T20180019254,36366,5092,PRINCES,STREET,RATHDOWNE,STREET,,W
T20150018047,294257,2510,PRINCES,FREEWAY,BEACONSFIELD-NAR NAR GOON,ROAD,323,SE
T20200013100,675367,7423,SPRINGVALE-EASTERN IN,RAMP,SPRINGVALE,ROAD,3,NW
T20160018460,308223,2400,SPRINGVALE,ROAD,WILSON,ROAD,32,N
T20180018795,340782,9999,FRANCIS,STREET,MELBOURNE,ROAD,57,SE
T20200004711,646526,2810,TULLAMARINE,FREEWAY,TULLAMARINE IN-MICKLEHAM OF,RAMP,28,NW
T20210011125,974,9999,MEMORIAL,DRIVE,ROBINSON,ROAD,,N
T20200018222,670106,5106,CRAIGIEBURN,ROAD,EDGARS,ROAD,87,W
T20130006873,331513,9999,CARROLLS,TRACK,BALLAN-DAYLESFORD,ROAD,352,E
T20240015125,805136,9999,CARR,STREET,KILGOUR,STREET,7,SE
T20240018179,806658,2400,SPRINGVALE,ROAD,SEAVIEW,CRESCENT,16,S
T20150022391,295768,9999,WORSLEY,ROAD,THOMPSON,ROAD,896,N
T20190025299,657208,9999,NO1 LINK,ROAD,NO 1,ROAD,183,S
T20240013988,804728,4991,MOUNT DANDENONG TOURIST,ROAD,BROWNS,ROAD,150,SW
T20200010158,653652,9999,CALLISTEMON,COURT,FLORA,ROAD,21,S
T20140003882,44620,9999,CHERRY,STREET,SPRINGTHORPE ALT,BOULEVARD,,W
T20120007628,250775,9999,BEVERIN,STREET,HERTFORD,STREET,53,S
T20240008630,804080,9999,TAYLORS,ROAD,REX,STREET,8,W
T20140007981,270057,9999,CENTRE,ROAD,ASHFIELD,DRIVE,31,E
T20160001683,56131,9999,PEARCEDALE,PARADE,TANDERRUM,WAY,70,NE
T20120000865,249108,9999,FAIRWAYS,BOULEVARD,THE GREENWAY,,36,NW
T20170004206,314671,5799,FERNTREE GULLY,ROAD,MONASH OUT-FERNTREE GULLY OF,RAMP,26,W
T20120006231,46840,2720,WHITEHORSE,ROAD,MALABAR,ROAD,,W
T20180003630,306293,2420,DANDENONG,BYPASS,CHANDLER,ROAD,,E
T20200009267,67647,2510,DANDENONG,ROAD,DENBIGH,ROAD,,W
T20200012846,657007,9999,TAMBORITHA,ROAD,B2,TRACK,129,SW
T20130001375,47555,9999,ERNST WANKE,ROAD,ERNST WANKE,ROAD,,N
T20180013614,332700,9999,GRANDVIEW,PARADE,BRIDGE,ROAD,44,N
T20200004275,45631,9999,ALBERT,STREET,WILKINSON,STREET,,W
T20160007295,36489,9999,BRUNSWICK,STREET,WESTGARTH,STREET,,N
T20130012580,38829,2500,RACECOURSE,ROAD,BELLAIR,STREET,,E
T20160009869,358177,2422,DINGLEY,BYPASS,ELDER S,STREET,212,S
T20210000744,61728,5604,SETTLEMENT,ROAD,ABRUZZO,CRESCENT,,W
T20190020726,596339,2570,MURRAY VALLEY,HIGHWAY,COBRAM SOUTH,ROAD,8,E
T20240022241,808080,9999,OVERTON,ROAD,TONKIN,WAY,30,W
T20230018180,781917,5589,LINCOLN,ROAD,BUCKLEY,STREET,7,N
T20210016488,691679,5164,THOMPSONS,ROAD,FRANKSTON-DANDENONG,ROAD,85,NE
T20140023398,279422,9999,CHILTERN VALLEY,ROAD,PEAKES,ROAD,381,SE
T20240010129,802433,5873,BROADMEADOWS,ROAD,NORTH CIRCULAR,ROAD,685,W
T20160015575,305900,7180,BEACONSFIELD-NAR NAR GOON-PRINCES IN,RAMP,BEACONSFIELD-NAR NAR GOON,ROAD,502,NE
T20210010135,682566,9999,LEATHER,STREET,BAYLDON,COURT,60,E
T20240006503,799751,2660,ST KILDA,ROAD,CHARLES,STREET,15,N
T20200003453,629320,5499,CHURCH,STREET,BALMAIN,STREET,11,N
T20170024688,73791,5014,BIRREGURRA-FORREST,ROAD,DEEPDENE,ROAD,,N
T20180001984,326827,5762,HEIDELBERG,ROAD,PARKVIEW,ROAD,6,W
T20180001165,328709,2510,PRINCES,HIGHWAY,LAKE BUNGA BEACH,ROAD,803,NE
T20140016286,274490,2820,WEST GATE,FREEWAY,MELBOURNE-WEST GATE OUT OF,RAMP,297,W
T20220018713,774855,5497,LEARMONTH,STREET,BALLARAT-CARNGHAM,ROAD,20,NE
T20160011056,253616,5840,JACKA,BOULEVARD,CAVELL,STREET,19,NW
T20200009994,340457,5009,KINGS,ROAD,HUME,DRIVE,,N
T20200013877,658254,9999,CHESTERVILLE,ROAD,WINGATE,STREET,30,S
T20130010421,260410,9999,ROWANS,ROAD,NAROOMA,STREET,100,NE
T20180017309,359226,9999,PROVENCE,GROVE,LORRAINE,CLOSE,,N
T20180024092,342217,9999,SANDHURST,BOULEVARD,TORRES,PARADE,69,S
T20240005586,708145,2860,MOOROODUC,HIGHWAY,BUNGOWER ALT,ROAD,6,N
T20140003301,36482,9999,FREEMAN,STREET,RAE,STREET,,W
T20190006736,344051,5446,GRIEVE,PARADE,BUCHANAN,ROAD,,N
T20230023493,789422,5396,KILMORE,ROAD,YAAMBA,DRIVE,831,NE
T20140007820,270833,2500,HIGH,STREET,STRONG,STREET,17,NE
T20170003529,327376,5520,WESTERN,HIGHWAY,WESTERN REV,HIGHWAY SERVICE ROAD,107,NW
T20220014245,716071,9999,DAVIS,ROAD,DAVIS ALT,ROAD,465,N
T20120023846,254424,9999,BOUNDARY,ROAD,BERWICK,ROAD,1323,W
T20220015535,782239,5493,KINGS,ROAD,TAYLORS ALT,ROAD,9,N
T20190009602,349889,-1,,,,,,NK
T20200001743,663819,9999,SANDY CREEK,ROAD,GRANITE,ROAD,891,N
T20180020661,340076,2800,LATROBE,TERRACE,ROEBUCK,STREET,34,S
T20200022402,671226,9999,OXFORD,STREET,HARVARD,COURT,40,W
T20150000017,282822,2070,WARRIGAL,ROAD,WARRIGAL-MONASH OUT ON,RAMP,,S
T20150005443,291193,9999,DRUMMOND,STREET,COLGAN,STREET,12,S
T20120008800,273598,2310,SOUTH GIPPSLAND,FREEWAY,SOUTH GIPPSLAND IN-PRINCES OF,RAMP,146,S
T20240016367,805763,5811,MAIN,STREET,JOYCE,AVENUE,,NE
T20230004999,758028,5603,CHILDS,ROAD,SUPPLY,DRIVE,58,E
T20140021267,280995,2530,CALDER,FREEWAY,FLORA,STREET,340,NW
T20250000733,813605,2996,EASTLINK,,EASTLINK OUT-RUTHERFORD OF,RAMP,175,NE
T20220009378,712249,5285,BRIDGE,ROAD,LYNDHURST,STREET,27,E
T20160020691,323156,2090,DANDENONG VALLEY,HIGHWAY,FRANKSTON-DANDENONG,ROAD,,NE
T20120024725,38294,5221,MANNINGHAM,ROAD,MACEDON,ROAD,,W
T20130023712,261035,9999,SINCLAIRS,ROAD,NEALE,ROAD,,N
T20160026642,49761,5580,THOMPSON,ROAD,FURNER,AVENUE,,S
T20170022515,51103,9999,ISABELLA,STREET,MACINTOSH,STREET,,S
T20230000132,68764,9999,EUSTON,ROAD,PADDINGTON,ROAD,,W
T20150016645,292689,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND ALT,HIGHWAY,73,S
T20190014067,624127,2780,HAMILTON,HIGHWAY,WEST BOUNDARY,ROAD,149,SE
T20230014350,40113,9999,DICKENS,STREET,MITFORD,STREET,,NE
T20250008041,820099,2000,MONASH,FREEWAY,HEATHERTON-MONASH OUT ON,RAMP,127,SE
T20150019720,44511,5732,MURRAY,ROAD,CHIFLEY,DRIVE,,W
T20150009087,35345,2510,PRINCES,HIGHWAY,HINRICHSEN,DRIVE,,NW
T20150022933,45175,2710,BASS,HIGHWAY,PIER,ROAD,,NE
T20220029363,44472,9999,MALOP,STREET,MOORABOOL,STREET,,W
T20140015389,29412,5000,EDGARS,ROAD,VICTORIA,DRIVE,,SE
T20220000682,35626,2660,MAIN,STREET,BEACH,ROAD,,NW
T20140005687,29419,9999,BOURKE,STREET,WILLIAM,STREET,,E
T20170002391,29542,5310,GLENFERRIE,ROAD,BARKERS,ROAD,,S
T20200010587,29623,2400,SPRINGVALE,ROAD,HIGHBURY,ROAD,,N
T20150006658,61611,5814,PLENTY,ROAD,MCKIMMIES,ROAD,,S
T20120028586,42197,2660,NEPEAN,HIGHWAY,ROWANS,ROAD,,NW
T20160022881,42260,5317,CHESTERVILLE,ROAD,SOUTH,ROAD,12,S
T20120022060,46152,2660,NEPEAN,HIGHWAY,WOORALLA,DRIVE,,NE
T20210007150,37026,9999,ALBERT,STREET,POWLETT,STREET,,E
T20120015311,29595,9999,CHAPEL,STREET,INKERMAN,STREET,,N
T20210018547,29681,2070,WARRIGAL,ROAD,KINGSTON,ROAD,,S
T20140006456,32859,2050,CHELTENHAM,ROAD,HAMMOND,ROAD,,W
T20200021722,36813,5839,NORMANBY,ROAD,MONTAGUE,STREET,,SW
T20140002455,47974,9999,DONALD CAMERON,DRIVE,THOMAS BRUNTON,PARADE,,E
T20130001650,42310,2070,WARRIGAL,ROAD,BERNARD,STREET,,S
T20190008985,35942,5978,MORELAND,ROAD,DE CARLE,STREET,,W
T20160001702,29623,2400,SPRINGVALE,ROAD,HIGHBURY,ROAD,,N
T20190023830,-1,,,,,,,
T20230024435,798687,2520,WESTERN,HIGHWAY,CONN,ROAD,,S
T20130025519,38806,2120,WHITEHALL,STREET,YOUELL,STREET,,S
T20220011365,714190,2570,MURRAY VALLEY,HIGHWAY,BRUCE,ROAD,1200,SE
T20130020452,263827,5811,HEIDELBERG-KINGLAKE,ROAD,NINKS,ROAD,1567,NE
T20170020177,322770,2750,BURWOOD,HIGHWAY,BURWOOD FWD,HIGHWAY SERVICE ROAD,39,W
T20240004104,806196,2230,DANDENONG-HASTINGS,ROAD,BAXTER-TOORADIN,ROAD,8,N
T20220021221,729659,9999,SUTTON GRANGE-REDESDALE,ROAD,CARNOCHANS BACK,ROAD,148,E
T20180003263,327317,7552,CITYLINK IN-LORIMER,RAMP,TURNER,STREET,104,N
T20140018718,40165,9999,EMPRESS,ROAD,INKERMAN,STREET,,N
T20210019929,42613,9999,BAKERS,ROAD,GUILFOYLE,AVENUE,,W
T20140015184,45634,5733,SYDNEY,ROAD,MICHAEL,STREET,,S
T20150000807,280757,9999,GOURLAY,ROAD,GOURLAY,ROAD,,E
T20180014940,337325,9999,SWANN,DRIVE,SWAN,DRIVE,213,W
T20210016760,315886,9999,BIRDWOOD,AVENUE,EDWARDS,STREET,,E
T20180007527,329666,2560,OMEO,HIGHWAY,TATONGA,LANE,579,SE
T20180000249,327214,7434,FITZGERALD-WESTERN RING IN,RAMP,WESTERN RING IN-WESTERN OF,RAMP,25,E
T20150015772,292277,2520,WESTERN,FREEWAY,WESTERN OUT-MELTON OF,RAMP,224,W
T20230024080,68708,9999,KALLISTA-EMERALD,ROAD,THE PATCH,ROAD,,W
T20160012393,29960,4029,VENTNOR,ROAD,VENTNOR BEACH,ROAD,,NE
T20170010370,50106,9999,BARWON,TERRACE,WOOD,STREET,,NW
T20190017003,41011,5784,DORSET,ROAD,ALLAMBANAN,DRIVE,,S
T20160014814,42270,2400,BELL,STREET,MELVILLE,ROAD,,W
T20120013581,32860,2050,CHELTENHAM,ROAD,CORRIGAN,ROAD,,W
T20240018135,37812,5736,NICHOLSON,STREET,VICTORIA,STREET,,S
T20130003032,268107,5104,POUND,ROAD,SMITH,COURT,106,NW
T20220003518,705470,9999,OLD BEENAK,ROAD,URE,ROAD,522,NW
T20150008232,298087,9999,DEPARTURE,DRIVE,SERVICE N,ROAD,157,NW
T20240025226,809391,9999,PARAS,DRIVE,ARCADIA,STREET,57,SW
T20200012492,668186,9999,CUTHBERTS,ROAD,LEARMONTH,STREET,,W
T20140002467,267491,9999,CHETWYND,STREET,GARDINER,STREET,,N
T20120013523,58752,5359,MCKENZIE,ROAD,KELSH,ROAD,35,NW
T20160016177,358245,5822,WILLIAMSTOWN,ROAD,GORDON,PARADE,4,S
T20170008659,29469,5019,ALEXANDRA,AVENUE,DOBSON,STREET,,NW
T20160013928,358218,2090,FRANKSTON-DANDENONG,ROAD,ASTER,AVENUE,32,SW
T20180010602,339628,2590,NAPIER,STREET,ORVILLE,WAY,1,SW
T20180020490,339922,2600,MORNINGTON PENINSULA,FREEWAY,MORNINGTON PENINSULA,FREEWAY,297,N
T20230007787,765046,2820,WEST GATE,FREEWAY,WEST GATE OUT-GRIEVE OF,RAMP,294,E
T20190003603,344419,4034,POINT NEPEAN,ROAD,KEVIN,STREET,1,E
T20200000300,729108,5067,OLD MELBOURNE,ROAD,MONTEVILLE,LANE,636,SW
T20120008308,251192,9999,BLACK RANGE,ROAD,EXTENSION,TRACK,1461,S
T20120024596,255095,5778,EMERALD-MONBULK,ROAD,NOBELIUS,STREET,110,NW
T20140000104,267242,9999,MALOP,STREET,MOORABOOL,STREET,25,E
T20170018283,323487,9999,DONALD CAMERON,DRIVE,LAKESIDE,DRIVE,20,SW
T20170001790,275767,9999,BLACKS,LANE,WANGOOM-WARRUMYEA,ROAD,,SE
T20210001978,674049,9999,MATTHEWS,AVENUE,HOOD,STREET,5,S
T20220021449,726054,9999,EIGHTH,AVENUE,POINT NEPEAN,ROAD,,NW
T20170006496,53052,9999,HAMILTON,STREET,MADDEN,STREET,,E
T20190026463,614152,5790,MAIN,ROAD,BOLTON,STREET,218,W
T20190005060,343771,2320,BULLEEN,HIGHWAY,BULLEEN,ROAD,,N
T20200003245,356525,5493,KEILOR-DERRIMUT,ROAD,STATION,ROAD,,S
T20200011156,46997,2660,ST KILDA,ROAD,BARKLY,STREET,,SE
T20150012041,290110,9999,PIPPIN,COURT,JONATHAN,DRIVE,92,N
T20240032743,812769,5444,OLD GEELONG,ROAD,OLD GEELONG,ROAD,82,SW
T20250001189,813935,2880,METROPOLITAN RING,ROAD,TASMAN,DRIVE,179,W
T20120013855,252592,9999,STATION,STREET,BREEZE,STREET,25,S
T20240016387,807073,2900,WESTERN RING,ROAD,WESTERN RING IN-SUNSHINE OF,RAMP,430,NE
T20130026507,39306,5320,STATION,STREET,SHANNON,STREET,,S
T20190004031,586428,2510,PRINCES,HIGHWAY,WEST BOUNDARY,TRACK,743,E
T20130012012,262218,9999,CLARENDON,DRIVE,FAY,COURT,56,N
T20140004751,41910,5799,FERNTREE GULLY,ROAD,CAMBDEN PARK,PARADE,,SW
T20180001383,326399,2540,NORTHERN,HIGHWAY,SPIERS,ROAD,299,N
T20210004766,69809,9999,BAKER,STREET,CHAPEL,ROAD,,W
T20130020009,273139,5433,WANTIRNA,ROAD,HAIG,STREET,41,N
T20180020409,338386,5757,FRANKSTON-FLINDERS,ROAD,HADDOCK,STREET,375,S
T20160000672,307039,9999,QUALITY,DRIVE,HAMMOND,ROAD,157,E
T20170012168,324330,2640,GOULBURN VALLEY,HIGHWAY,MOLESWORTH-DROPMORE,ROAD,430,W
T20230006078,760708,2510,PRINCES,FREEWAY,DROUIN-WARRAGUL,ROAD,27,NW
T20220009827,716302,9999,DAVID,STREET,KATOOMBA,STREET,14,N
T20210008187,690147,5970,HEATHERTON,ROAD,MENZIES,AVENUE,37,E
T20180004783,54963,9999,JORDAN,STREET,STANHOPE,STREET,,N
T20200005739,29549,5309,AUBURN,ROAD,BARKERS,ROAD,,S
T20160018624,307547,9999,STOCKDALES,ROAD,THOMPSONS,ROAD,435,S
T20210012039,685464,7436,PASCOE VALE-WESTERN RING IN,RAMP,LANGTON,STREET,82,W
T20240013075,804055,2400,SPRINGVALE,ROAD,WHITES,LANE,40,N
T20200006001,643176,2850,GREENSBOROUGH,ROAD,YALLAMBIE,ROAD,28,N
T20200002568,625801,5768,CLYDE,ROAD,CLYDE-PRINCES IN ON,RAMP,49,S
T20140009973,273425,5165,FYANS,STREET,YARRA,STREET,12,E
T20130025315,267787,9999,DERRIL,ROAD,PENINSULA LINK,FREEWAY,487,S
T20230029193,791631,5839,NORMANBY,ROAD,CLARENDON,STREET,158,SW
T20170024619,43725,9999,COBURNS,ROAD,MINNS,ROAD,,N
T20170011572,47140,5770,RACECOURSE,ROAD,BARRINGTON,DRIVE,,N
T20160009536,57187,5000,EDGARS,ROAD,COOPER,STREET,27,N
T20120019472,246,5103,WELLINGTON,PARADE,JOLIMONT,ROAD,,W
T20130016611,46152,2660,NEPEAN,HIGHWAY,WOORALLA,DRIVE,,NE
T20190008812,233,9999,ELIZABETH,STREET,FLINDERS,STREET,,N
T20180007733,343509,2500,PRINCES,HIGHWAY,STAFFORDS,ROAD,679,E
T20230020518,812665,2520,WESTERN,FREEWAY,HOPKINS,ROAD,12,NW
T20210016363,702232,2999,CITYLINK,,MOONEE PONDS CREEK,TRAIL,158,NW
T20120016533,42312,2070,WARRIGAL,ROAD,ARGUS,STREET,,S
T20160002050,303149,9999,ST ANDREWS,PLACE,LANSDOWNE,STREET,58,W
T20130023284,209723,2240,ALEXANDRA,AVENUE,LINLITHGOW ALT,AVENUE,202,W
T20180024126,331668,5530,SUNSHINE,AVENUE,TAYLORS,ROAD,22,SE
T20140003328,228127,5978,MORELAND,ROAD,GARNET,STREET,,W
T20230023750,332439,5106,CRAIGIEBURN,ROAD,AITKEN,BOULEVARD,,NW
T20210012648,41471,5301,MURRUMBEENA,ROAD,KANGAROO,ROAD,,S
T20210019313,695052,2750,BURWOOD,HIGHWAY,THOMAS,STREET,1,NW
T20160002222,299762,4831,DONNA BUANG SUMMIT,ROAD,DONNA BUANG,ROAD,168,N
T20240012871,804058,5055,DONNYBROOK,ROAD,EPPING,ROAD,25,W
T20150024558,296858,2090,FRANKSTON-DANDENONG,ROAD,FRANKSTON-DANDENONG,ROAD,145,S
T20230003058,759216,2550,HUME-METROPOLITAN RING IN,RAMP,HUME-METROPOLITAN RING OUT,RAMP,126,S
T20210008714,681084,2230,DANDENONG-HASTINGS,ROAD,BUNGOWER,ROAD,588,S
T20240001196,798669,2550,HUME,FREEWAY,HUME,FREEWAY,91,NW
T20160015010,306784,2100,WARBURTON,HIGHWAY,STATION,ROAD,43,E
T20120011221,251959,9999,LYGON,STREET,ANN,STREET,13,N
T20150007237,357213,4005,GREAT ALPINE,ROAD,WIGHTONS,ROAD,714,SE
T20150008565,289724,5774,BELGRAVE-GEMBROOK,ROAD,CHARLES,STREET,88,W
T20130011428,59124,9999,ARCHER,STREET,KEPPEL,STREET,,S
T20210001439,673440,9999,ALBERT,STREET,PROVIDENCE,LANE,,E
T20210010596,683116,5303,WAVERLEY,ROAD,ORAVEL,AVENUE,21,W
T20180009884,331010,9999,BRIGHTON ROAD SERVICE,ROAD,MOZART,STREET,2,SE
T20220029473,754769,4890,GREAT OCEAN,ROAD,COLLEGE,DRIVE,75,W
T20150015740,241341,9999,CHARLTON,CRESCENT,KYNETON,AVENUE,,NW
T20240003380,45060,5439,BARRY,ROAD,WARNE,STREET,,W
T20190005927,343708,2500,PRINCES,HIGHWAY,OTOOLES,LANE,1077,SE
T20160013435,304871,5950,HAMPSTEAD,ROAD,OMAR,STREET,56,NE
T20130010579,47070,9999,HAMMOND,ROAD,HEART,STREET,,S
T20150019296,41755,5303,WAVERLEY,ROAD,BLACKBURN,ROAD,,W
T20130023684,42442,9999,MILTON,AVENUE,OAKES,AVENUE,,N
T20200020013,40475,5801,HIGH,STREET,VICTOR,ROAD,,W
T20230019710,45540,5731,MELVILLE,ROAD,LEVER,STREET,,S
T20180004828,328474,9999,ESKDALE SPUR,TRACK,LITTLE SNOWY CREEK,TRACK,2774,W
T20240020967,807527,9999,LABILLIERE,STREET,POWLETT,STREET,,W
T20180020280,299559,5740,KINGSBURY,DRIVE,PLENTY,ROAD,27,SE
T20140010022,50569,9999,GREY,STREET,LYONS,STREET,,W
T20160020534,309017,5732,MURRAY,ROAD,HILL,GROVE,10,W
T20240025750,810978,9999,HOGANS,ROAD,TARNEIT,ROAD,94,W
T20140020337,275707,5662,INVERLOCH-VENUS BAY,ROAD,LEES,ROAD,163,E
T20230003034,765882,5824,MT ALEXANDER,ROAD,MT ALEXANDER REV,ROAD SERVICE ROAD,28,S
T20120017897,269516,2580,SOUTH GIPPSLAND,HIGHWAY,SWING BRIDGE,DRIVE,1058,NW
T20120003309,249608,2040,MELTON,HIGHWAY,SYDENHAM,ROAD,160,E
T20150026611,297582,2550,HUME,FREEWAY,HUME IN-MURRAY VALLEY OF,RAMP,1603,E
T20210009031,730144,9999,CLEAR VIEW,COURT,ROSEDALE-LONGFORD,ROAD,83,S
T20210021719,42926,9999,LEONARD,AVENUE,RICH,STREET,,N
T20190005008,49662,5060,BACCHUS MARSH,ROAD,PURNELL,ROAD,,S
T20240027467,681977,5462,GORDON,STREET,NAISMITH,STREET,18,S
T20220012828,52882,9999,DANA,STREET,ERRARD S,STREET,,W
T20230029786,40655,5306,HUNTINGDALE,ROAD,RAILWAY S,PARADE,,S
T20220027504,742718,9999,PALM SPRINGS,ROAD,PALM SPRINGS ALT,ROAD,343,NW
T20160022392,310372,9999,MULLERS,ROAD,ONEILS,ROAD,233,N
T20170011332,318327,5306,HUNTINGDALE,ROAD,CENTRE,ROAD,127,N
T20220012427,721687,5148,CASTERTON-PENOLA,ROAD,CHAFFEYS,LANE,1439,E
T20150006491,287401,2300,MELBA,HIGHWAY,HEALESVILLE-KINGLAKE,ROAD,950,SW
T20140010010,271117,2830,EASTERN,FREEWAY,CHANDLER,HIGHWAY,126,E
T20120019158,254305,5493,KEILOR-DERRIMUT,ROAD,TAYLORS ALT,ROAD,81,SE
T20240009387,804450,5164,THOMPSONS,ROAD,TAYLORS,ROAD,198,E
T20190021548,605886,9999,SABINA PARK,DRIVE,ELLIS PARK,AVENUE,29,N
T20190011187,346230,9999,FRASER,CRESCENT,PONSFORD,AVENUE,37,W
T20210012817,685378,9999,BROWNS,ROAD,JETTY,ROAD,340,E
T20220020910,38544,9999,CITY,PLACE,SUN,CRESCENT,,W
T20140012281,38438,9999,DIANE,CRESCENT,MANCHESTER,ROAD,,W
T20130026009,38544,9999,CITY,PLACE,SUN,CRESCENT,,W
T20230019409,352997,9999,POWER,ROAD,PRINCES,HIGHWAY,20,S
T20120019296,64768,9999,NORFOLK,STREET,STUDLEY,STREET,,E
T20250004329,819126,9999,DOWLING,STREET,WALLS,STREET,101,E
T20240011992,810836,2590,MAIN,ROAD,SILVER,STREET,62,S
T20240005736,681186,9999,UNNAMED,,HOWARD,STREET,,N
T20180011215,332169,9999,DROOP,STREET,GALLANT,STREET,19,SE
T20250001986,69162,9999,ROSS,STREET,SHAFTON,STREET,,E
T20160012289,304462,9999,BOURKE,STREET,GODFREY,STREET,63,E
T20160023933,310362,5903,CRANBOURNE,ROAD,ORMOND,ROAD,314,S
T20160007952,35951,5733,SYDNEY,ROAD,STEWART,STREET,,S
T20160020972,358295,2900,WESTERN RING,ROAD,WESTERN RING OUT-HUME OF,RAMP,463,W
T20160027567,313142,9999,FLINDERS,STREET,DEGRAVES,STREET,4,E
T20240016837,38471,9999,BERESFORD,ROAD,CAVE HILL,ROAD,,W
T20240016062,805578,9999,ROSLYN,ROAD,THORNHILL,ROAD,99,W
T20240009810,801792,5863,BRUNSWICK,ROAD,MILLWARD,STREET,6,W
T20160021766,309345,5529,MAIN NEERIM,ROAD,OLD NEERIM,ROAD,175,N
T20220020876,691030,9999,LITHGOW,STREET,PATTERSON,ROAD,,W
T20250003406,221792,7846,COOPER-HUME OUT,RAMP,HUME,FREEWAY,563,S
T20240032819,812825,5136,ARARAT-HALLS GAP,ROAD,CATHCART NORTH,ROAD,63,W
T20210017815,690753,9999,TENTERFIELD,DRIVE,INVERELL,STREET,30,S
T20210010131,682964,9999,QUEENS,ROAD,PETAIN,ROAD,313,NE
T20150022002,295320,9999,ADAIR,STREET,WINTER,STREET,22,S
T20220020098,779343,5841,CENTRE DANDENONG,ROAD,KINGSTON CENTRAL,BOULEVARD,139,W
T20150023289,296012,2530,CALDER,FREEWAY,GREEN GULLY,ROAD,392,NW
T20190021353,44074,9999,REGENT,STREET,WILLIAM,STREET,,E
T20200001548,289748,9999,HEATHERTON,ROAD,HEATHERTON,ROAD,,S
T20170021411,49316,5217,BRIDGE,STREET,WATER,STREET,,SW
T20150010279,53417,2640,NUMURKAH,ROAD,PINE,ROAD,,N
T20140021189,277492,9999,CECIL,TRACK,TANNERS,ROAD,1302,SE
T20120006257,250512,9999,GLENFERN,ROAD,GLENFERN ALT,ROAD,48,NW
T20140000773,266727,5458,SOMERVILLE,ROAD,STRZELECKI,AVENUE,99,W
T20190000262,280243,7866,PENINSULA LINK IN-FRANKSTON-DANDENONG,RAMP,,,,NK
T20170013659,319321,2590,MIDLAND,HIGHWAY,SPRINGMOUNT,DRIVE,174,E
T20180021161,29488,9999,DUNDAS,STREET,PLENTY,ROAD,,W
T20160012846,305708,9999,ONEILLS,ROAD,UNITT,STREET,54,S
T20190024196,613857,2190,TORQUAY,ROAD,PIONEER,ROAD,214,N
T20160000939,52399,9999,BUCKLEY,STREET,COLLINS,STREET,,W
T20150018411,294939,2580,SOUTH GIPPSLAND,HIGHWAY,EVANS,ROAD,44,S
T20170004140,358764,5052,HORNE,STREET,NEILL,STREET,77,NE
T20130012159,44329,9999,SHAWS,ROAD,MARKET,ROAD,32,W
T20140010181,271173,5744,WATERDALE,ROAD,HAIG,STREET,,S
T20190024965,36267,9999,ELIZABETH,STREET,FRANKLIN,STREET,,N
T20160000108,36206,5979,ROYAL,PARADE,BAYLES,STREET,,S
