Feature,0,1,MeanDecreaseAccuracy,MeanDecreaseGini
day_of_week,2.845943489321654,-1.4918271639177012,2.520305243474494,55.83281975247915
speed_zone,10.664350854369617,3.0646959604943125,10.800963325693678,48.1627657024653
accident_type_desc,22.47544100357735,-0.7403280773989522,22.618615377657495,36.91906599772356
season,1.1248842425718322,1.1472993535319436,1.351067164591774,36.34800791305136
hour_group,1.5982495720487915,6.413315175610597,2.8399231889039704,32.62169650045809
no_of_vehicles,24.164257848637565,-13.557848609184607,23.935086799567856,28.858798533160307
atmosph_cond_desc,10.407490008082686,-3.173239180279426,10.135713431509961,17.042257586512463
surface_cond_desc,6.62735434302481,-3.2692123690298533,6.448933928742116,14.600473482127324
