Feature,0,1,MeanDecreaseAccuracy,MeanDecreaseGini
day_of_week,1.518949701651658,0.09052472074361455,1.4874241086711224,75.28259313692458
speed_zone,13.564699102802507,3.301218876697106,13.60432441671507,71.25479725269608
accident_type_desc,14.801164587005598,-4.299218576124483,15.02125828100369,57.39499429090335
hour_group,6.603857318521271,0.055753304959116276,6.498050141006508,54.54909121017697
season,2.1380192032070617,-1.4238724072030948,1.6776108226727617,52.15994819648211
atmosph_cond_desc,10.118515564832352,-6.826332170025775,9.766870272350518,34.629141726808584
no_of_vehicles,13.251952135347125,-7.8389615656110125,13.271196276447538,30.843409257712292
surface_cond_desc,10.899703130614649,-5.151139949280071,10.76216824949725,28.825560790196636
